RecipeID;Recipe_Name;Author;Review_Count;Prepare_Time;Cook_Time;Total_Time;Ingredients;Directions;Calories;Servings;Recipe_Photo
27023;Best Basic Sweet Bread Recipe;IROCKET;73;20 m;20 m;40 m;milk,white sugar,butter,yeast,flour,salt,egg,vegetable oil;In a small saucepan over medium heat, combine the milk, sugar and butter. Heat until slightly warm to the touch then remove from heat and stir in the yeast. Let stand until foamy, about 10 minutes.In a large bowl, stir together the flour and salt. Mix in the eggs, oil and the yeast mixture. Mix until dough pulls away from the sides of the bowl. Turn dough out onto a floured surface and continue to knead until the dough is smooth and elastic, about 10 minutes. Grease a large bowl with 1 tablespoon of oil. Place the dough into the bowl and turn once to coat. Cover and let stand in a warm place until double in size, about 1 hour.Use remaining oil to grease a cookie sheet or 9x13 inch pan. For plain rolls, punch down dough and divide into 12 equal pieces. Roll the pieces into balls and place them into the greased pan side by side. Let dough rise for 20 to 25 minutes, or until almost double. Preheat oven to 375  degrees F (190 degrees C).Bake for 20 to 25 minutes in the preheated oven, until rolls are golden brown.;263.4;12;https://images.media-allrecipes.com/userphotos/560x315/1147634.jpg
8781;German Chicken Recipe;Lisa McKelvey;80;X;X;X;chicken,barbecue sauce,sauerkraut;Preheat oven to 350 degrees F (175 degrees C).In a 9x13 inch baking dish, place the sauerkraut in a single layer. Place the chicken breasts on top of the sauerkraut. Pour the barbecue sauce over the chicken. Cover and bake in the preheated oven for 30 minutes or until the chicken is cooked and the juices run clear.;339.8;4;https://images.media-allrecipes.com/userphotos/250x250/602409.jpg
13306;Santa Fe Wild Rice Soup Recipe;CORWYNN DARKHOLME;15;X;X;X;corn,onion,carrot,chicken broth,wild rice,chile pepper,chili,cumin,oregano,pepper,cilantro;In a large saucepan over medium heat, combine corn, onion, carrot and 1 can chicken broth and bring to a boil.  Reduce heat and simmer 10 to 15 minutes or until onion is tender.Stir in remaining chicken broth, wild rice, green chili peppers, chili powder, cumin, oregano and cayenne pepper. Simmer, uncovered, about 5 minutes or until heated through.Top each bowl with fresh tomato salsa, sprinkle with cilantro and serve.;361.5;4;https://images.media-allrecipes.com/userphotos/560x315/477618.jpg
15075;French Pastry Pie Crust Recipe;TJ;551;X;X;X;flour,salt,white sugar,shortening,egg,vinegar,water;In a large mixing bowl, combine flour, salt, and sugar. Mix well, then cut in shortening until mixture resembles coarse meal.In a small bowl, combine egg, vinegar, and 4 tablespoons of water. Whisk together, then add gradually to flour mixture, stirring with a fork. Mix until dough forms a ball. Add one more tablespoon of water if necessary.Allow dough to rest in refrigerator 10 minutes before rolling out.;395.7;16;https://images.media-allrecipes.com/userphotos/250x250/117975.jpg
12767;Crab and Shrimp Delight Recipe;Marilyn;69;10 m;45 m;55 m;crab,shrimp,shrimp,mayonnaise,milk,pasta,cheddar,onion;Preheat oven to 350 degrees F (175 degrees C).In a large bowl, combine the soup, milk, and mayonnaise. Stir until smooth. Stir in the crabmeat, shrimp and uncooked noodles.Spoon into an ungreased 9x12 inch baking dish. Sprinkle top with cheese. Bake, covered, in the preheated oven for 35 minutes. Uncover and sprinkle onion rings over the top. Return to oven and bake for 10 minutes.;98.2;6;https://images.media-allrecipes.com/userphotos/560x315/2366721.jpg
14288;Dannys Salad Recipe;Billie;5;10 m;X;10 m;pear,banana,apple,salad dressing,topping thawed;Whisk together the creamy salad dressing and whipped topping until smooth. Pour dressing over the pears, bananas,  apples and toss. This salad may also be garnished with your favorite chopped nuts.;290.5;8;https://images.media-allrecipes.com/userphotos/560x315/611671.jpg
25401;Pizza Sauce I Recipe;ALIGORN;74;5 m;5 m;10 m;tomato,garlic,basil,cinnamon,salt,black pepper,white sugar,oregano,olive,parsley;In a food processor, combine the tomatoes, garlic, basil, cinnamon, salt, pepper, sugar, oregano, oil and parsley. Blend without liquifying - should remain a little chunky.;37.8;8;https://images.media-allrecipes.com/userphotos/250x250/421584.jpg
9370;Really Easy Bread Stuffing Recipe;Katie;50;X;X;X;bread,onion,poultry,salt,black pepper,water;Moisten all the bread with as much water as is needed to make moist. Add the onion, seasoning, and salt and pepper. Mix with hands.Place in turkey or in foil and wrap up (which I do) and cook for at least 1 hour, longer if you are cooking it in the turkey. May open the foil for last 15 minutes to make top crusty.;222.4;5;https://images.media-allrecipes.com/userphotos/560x315/1119178.jpg
18954;Never Bitter Lemonade Recipe;SUEWHO;83;1 h 10 m;2 m;1 h 12 m;water,white sugar,salt,lemon juice;In a pot combine water, sugar and salt. Bring to a boil and continue to boil for 2 minutes. Chill the sugar water for at least 60 minutes in the refrigerator.In a 2 quart pitcher mix cooled sugar water and lemon juice together. Pour over ice and serve.;25.5;8;https://images.media-allrecipes.com/userphotos/250x250/40884.jpg
24252;Devilish Cheese Ball Recipe;Kimber;5;10 m;X;2 h 35 m;meat,cream cheese,salad dressing,pecan,olive,black pepper;In a medium bowl, mix together deviled ham meat spread, cream cheese, creamy salad dressing, pecans, black olives, approximately 2 tablespoons reserved black olive liquid and black pepper. Form mixture into a ball. Chill in the refrigerator at least two hours.Remove ball from refrigerator. Allow to stand at room temperature approximately 25 minutes before serving.;101.7;16;https://images.media-allrecipes.com/userphotos/560x315/2930574.jpg
10358;Selmas Best Oatmeal Cookies Recipe;Kathy Schultz;8;X;X;X;shortening,white sugar,brown sugar,egg,oat,walnut,vanilla,flour,baking soda,cinnamon;Cream together shortening, white sugar,  brown sugar.  Then add 1 beaten egg.Sift together flour,  baking soda, and ground cinnamon and add to first mixture.  Then add quick rolled oats, finely crushed walnuts or pecans and vanilla.Cover and chill for an hour.Preheat oven to 350 degrees F (175 degrees C).Place walnut sized pieces of dough on a greased cookie sheet. Butter the bottom of a small glass, dip in sugar and flatten out the little pieces. You need not rebutter each time.  Bake for 10 minutes.;402.0;30;https://images.media-allrecipes.com/userphotos/250x250/128737.jpg
8694;Chicken Enchiladas II Recipe;teppij;3k;15 m;30 m;45 m;butter,green onion,garlic,chile,mushroom,sour cream,chicken,cheddar,tortillas,milk;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a large baking dish.In a medium saucepan over medium heat, melt the butter and saute the green onion until tender (about 3 to 4 minutes). Add the garlic powder, then stir in the green chiles, cream of mushroom soup and sour cream. Mix well. Reserve 3/4 of this sauce and set aside. To the remaining 1/4 of the sauce in the saucepan, add the chicken and 1/2 cup of shredded Cheddar cheese. Stir together.Fill each flour tortilla with the chicken mixture and roll up. Place seam side down in the prepared baking dish.In a small bowl combine the reserved 3/4 of the sauce with the milk. Spoon this mixture over the rolled tortillas and top with the remaining 1/2 cup of shredded Cheddar cheese. Bake in the preheated oven for 30 to 35 minutes, or until cheese is bubbly.;394.1;6;https://images.media-allrecipes.com/userphotos/560x315/663423.jpg
14007;Mombasa Pumpkin Dessert Recipe;KULSUM HUSSEIN;22;X;X;X;pumpkin,white sugar,coconut,cardamom;Steam the pumpkin pieces for 5 to 10 minutes. Scoop flesh from skins.In a medium saucepan, combine the pumpkin flesh and sugar. Heat over medium-low temperature until sugar dissolves into the pumpkin. Add coconut and cardamom. Stir often. Cook until the mixture has thickened to thick pudding-like consistency.;268.4;12;https://images.media-allrecipes.com/userphotos/560x315/44510.jpg
9683;Chocolate Almond Freezer Cookies Recipe;Dave;6;X;X;X;chocolate,almond,white sugar,flour,salt,baking powder,baking soda,cocoa powder,butter,vanilla,egg,apricot;'In a medium bowl, combine the almonds and the milk chocolate. Add half of the sugar, and mix well. Set aside.In a large bowl, beat the butter until soft.  Stir in the vanilla and remaining sugar until well blended.Mix in the egg and apricot preserves. Sift together the flour, baking soda, baking powder, salt and cocoa powder.  Stir into the egg mixture. Add the chocolate and nut mixture and stir until well blended.  Mixture will be stiff.Spread two lengths of plastic wrap about 12 inches long on a counter.  Spoon half of the dough down each length of the wrap, forming strips 8 to 9 inches long. Bring the two long sides of the wrap together on top of one of the strips of dough.  Press together close to the dough and smooth into a strip about 9 inches long, 3 inches wide and 1 inch high.  Repeat with second strip. Freeze for at least 1 1/2 hours, or as long as you''d like.Preheat oven to 350 degrees F (175 degrees C).  Line a cookie sheet with aluminum foil or baking parchment. Unwrap the frozen dough and cut 1/4 inch thick slices.  Place on cookie sheets 2 inches apart.Bake for about 11 minutes.  Let cool on wire racks.';173.1;72;https://images.media-allrecipes.com/userphotos/560x315/4546728.jpg
17113;Chocolate Raisin Oatmeal Muffins Recipe;CHEWLY;30;20 m;20 m;40 m;flour,baking powder,cocoa powder,oat,white sugar,salt,raisin,milk,egg,vegetable oil;Preheat oven to 400 degrees F (200 degrees C). Grease a muffin pan or line with paper muffin liners. Sift together flour, baking powder and cocoa powder, set aside.In a large bowl, stir together the rolled oats, sugar and salt. Mix in the  sifted ingredients and raisins. Add the milk, egg, and oil, mix until just blended. The batter will be lumpy. Spoon batter into the prepared muffin cups.Bake in the preheated oven for 15 to 20 minutes, or until a toothpick inserted into the center of a muffin comes out clean. Remove from muffin cups to cool on a wire rack. Serve warm.;1238.2;10;https://images.media-allrecipes.com/userphotos/560x315/3795564.jpg
11027;Pistachio Chocolate Chip Cookies Recipe;Lisa Schmaltz;21;X;X;X;flour,baking powder,salt,butter,white sugar,egg,milk,vanilla,walnut,pistachio,chocolate;Preheat oven to 350 degrees F (175 degrees C). Lightly grease cookie sheets.Sift flour, baking powder and salt.  Cream butter and sugar.  Add eggs, milk and vanilla.  Add flour mixture until blended.  Do not overmix.  By hand, mix in pistachio pudding mix, chocolate chips and nuts (optional).Shape by rounded teaspoonfuls into balls on sheet, about 2 1/2 inches apart.  Flatten dough with dampened bottom of drinking glass.  Bake for 8-10 minutes or until set.  These cookies do not get very brown.;234.5;42;https://images.media-allrecipes.com/userphotos/560x315/4523467.jpg
9759;Cream Cheese Brownies II Recipe;Stephanie;6;X;X;X;chocolate,butter,walnut,flour,salt,baking powder,white sugar,egg,vanilla,butter,cream cheese,white sugar,egg,flour,vanilla;Preheat oven to 350 degrees F (175 degrees C).  Grease a 9 inch square baking pan.In a double boiler, melt chocolate over low heat with 3 tablespoons of butter.  Set aside to cool. In a medium bowl, mix together 2 of the eggs and sugar until thick.  Stir in baking powder, salt and 1/2 cup of flour. Blend in cooled chocolate, nuts and vanilla extract. Set aside.In a separate bowl, cream 2 tablespoons of butter with the cream cheese.  Gradually stir in 1/4 cup of sugar. Blend in one egg,1 tablespoon of flour, and 1/2 teaspoon vanilla extract.Spread half of the chocolate batter in a pan.  Layer on all of the cream cheese batter.  Spoon on the remaining chocolate batter in spots.  Zigzag through batter with a knife to create a marbling effect.Bake 35 to 40 minutes in the preheated oven.  Let cool on wire rack before cutting into squares.;143.9;24;https://images.media-allrecipes.com/userphotos/250x250/67977.jpg
8550;Sweet And Sour Chicken Meatballs Recipe;Charlene;68;X;X;X;olive,onion,bell pepper,carrot,chicken broth,tomato sauce,brown sugar,vinegar,pineapple,ketchup,bread,milk,chicken,zucchini,egg,salt,black pepper,garlic,rice;Heat oil in a large skillet.  Add onion, green pepper, and carrot.  Cook for 5 minutes, until onion is softened.  Stir in broth, tomato sauce, brown sugar, white vinegar, pineapple with juice, and ketchup.  Simmer for 10 minutes, or until vegetables are tender.Meanwhile, soak bread in milk in a large bowl until milk is absorbed.  Mix together with ground chicken, shredded zucchini, egg, salt, black pepper, and garlic powder.  Shape into 12 meatballs, about 2 tablespoons each.Drop meatballs into simmering sauce. Cook 15 minutes, or until cooked through, turn over once during cooking.Remove skillet from heat. Stir in rice. Cover, and let stand 5 minutes. Fluff rice with fork before serving.;782.2;4;https://images.media-allrecipes.com/userphotos/560x315/15408.jpg
9615;Healthy Banana Cookies Recipe;K.Gailbrath;1k;15 m;20 m;50 m;banana,oat,date,vegetable oil,vanilla;Preheat oven to 350 degrees F (175 degrees C).In a large bowl, mash the bananas.  Stir in oats, dates, oil, and vanilla.  Mix well, and allow to sit for 15 minutes. Drop by teaspoonfuls onto an ungreased cookie sheet.Bake for 20 minutes in the preheated oven, or until lightly brown.;281.1;36;https://images.media-allrecipes.com/userphotos/560x315/3636087.jpg
8859;Chinese Noodle Chicken Recipe;SKEHLER;96;X;X;X;chicken,vegetable oil,onion,broccoli,carrot,pea,noodle,sauce;In a large skillet brown chicken in oil, stirring constantly until juices run clear.Add the onion, broccoli, carrots and peas. Cover skillet and steam for 2 minutes.Add the Chinese noodles and teriyaki sauce. Stir noodles into chicken/vegetable mixture, making sure they are coated with sauce. When the noodles wilt, serve.;373.6;4;https://images.media-allrecipes.com/userphotos/560x315/2321024.jpg
